dlga_start:dialognotused|error
dlga_lord_persuade_lords_to_make_peace_completed:lord_persuade_lords_to_make_peace_pay|Thank you. Let me have the money.
dlga_lord_persuade_lords_to_make_peace_completed:lord_persuade_lords_to_make_peace_no_pay|No need for a payment. I only did what was right.
dlga_lord_persuade_lords_to_make_peace_pay:close_window|Oh, yes, of course. We had already got the money for you. Here, please accept these {reg12} denars together with our most sincere thanks. Me and the people of our town will not forget your help.
dlga_lord_persuade_lords_to_make_peace_no_pay:close_window|You are indeed an extraordenary person, {sir/madame}, and it is an honour for me to have known you. You not only did what was impiossible and put an end to this terrible war, but you won't even accept a reward for it. Very well, I will not insist on the matter, but please know that you will have our eternal respect and gratitude.
dlga_mayor_begin:lord_deal_with_night_bandits_completed|Very nice work, {playername}, you made short work of those lawless curs. Thank you kindly for all your help, and please accept this bounty of 150 denars.
dlga_lord_deal_with_night_bandits_completed:close_window|It was my pleasure, {s65}.
dlga_mayor_begin:mayor_looters_quest_response|Ah, {playername}. Have you any progress to report?
dlga_mayor_looters_quest_response:mayor_looters_quest_destroyed|I've killed some looters.
dlga_mayor_looters_quest_response:mayor_looters_quest_goods|I've brought you some goods.
dlga_mayor_looters_quest_response:close_window|Not yet, sir. Farewell.
dlga_mayor_looters_quest_destroyed:mayor_looters_quest_destroyed_2|Aye, my scouts saw the whole thing. That should make anyone else think twice before turning outlaw! The bounty is 40 denars for every band, so that makes {reg1} in total. Here is your money, as promised.
dlga_mayor_looters_quest_destroyed_2:close_window|And that's not the only good news! Thanks to you, the looters have ceased to be a threat. We've not had a single attack reported for some time now.   If there are any of them left, they've either run off or gone deep into hiding. That's good for business,   and what's good for business is good for the town!   I think that concludes our arrangement, {playername}. Please accept this silver as a token of my gratitude. Thank you, and farewell.
dlga_mayor_looters_quest_destroyed_2:mayor_looters_quest_response|Anything else you need?
dlga_mayor_looters_quest_goods:mayor_looters_quest_goods_response|Hah, I knew I could count on you! Just tell me which item to take from your baggage, and I'll send some men to collect it. I still need {reg1} denars' worth of goods.
dlga_mayor_looters_quest_goods_response:mayor_looters_quest_goods_2|{s5}.
dlga_mayor_looters_quest_goods_response:mayor_looters_quest_goods_3|Nothing at the moment, sir.
dlga_mayor_looters_quest_goods_3:mayor_looters_quest_response|Anything else you need?
dlga_mayor_looters_quest_goods_2:mayor_looters_quest_goods_response|Excellent, here is the money for your {s6}. Do you have any more goods to give me? I still need {reg1} denars' worth of goods.
dlga_mayor_looters_quest_goods_2:close_window|Well done, {playername}, that's the last of the goods I need. Here is the money for your {s6}, and a small bonus for helping me out. I'm afraid I won't be paying for any more goods, nor bounties on looters, but you're welcome to keep hunting the bastards if any remain. Thank you for your help, I won't forget it.
dlga_mayor_begin:close_window|Good to see you again {playername}. I have heard that you have delivered the cattle successfully. I will tell the merchants how reliable you are. And here is your pay, {reg8} denars.
dlga_mayor_begin:move_cattle_herd_failed|I heard that you have lost the cattle herd on your way to {s9}. I had a very difficult time explaining your failure to the owner of that herd, {sir/madam}. Do you have anything to say?
dlga_move_cattle_herd_failed:move_cattle_herd_failed_2|I am sorry. But I was attacked on the way.
dlga_move_cattle_herd_failed:move_cattle_herd_failed_2.1|I am sorry. The stupid animals wandered off during the night.
dlga_move_cattle_herd_failed_2:merchant_ask_for_debts|Well, it was your responsibility to deliver that herd safely, no matter what. You should know that the owner of the herd demanded to be compensated for his loss, and I had to pay him 1000 denars. So you now owe me that money.
dlga_mayor_begin:close_window.1|{playername} -- I am in your debt for bringing back my friend's daughter.  Please take these {reg8} denars that I promised you.  My friend wished he could give more but paying that ransom brought him to his knees.
dlga_mayor_begin:mayor_friendly_pretalk|Well -- it sounds like you were able to track down the bandits, and show them what happens to those who would disrupt the flow of commerce. Here is your reward: {reg5} denars. It is well earned, and we are most grateful.
dlga_mayor_begin:mayor_friendly_pretalk.1|I have heard about your deeds. You have given those bandits the punishment they deserved. You are really as good as they say. Here is your reward: {reg5} denars. I would like to give more but those bandits almost brought me to bankruptcy.
dlga_mayor_begin:merchant_ask_for_debts|According to my accounts, you owe the merchants guild {reg1} denars. I'd better collect that now.
dlga_merchant_ask_for_debts:merchant_debts_paid|Alright. I'll pay my debt to you.
dlga_merchant_debts_paid:mayor_pretalk|Excellent. I'll let my fellow merchants know that you are clear of any debts.
dlga_merchant_ask_for_debts:merchant_debts_not_paid|I'm afraid I can't pay that sum now.
dlga_merchant_debts_not_paid:close_window|In that case, I am afraid, I can't deal with you. Guild rules... Come back when you can pay the {reg1} denars. And know that we'll be charging an interest to your debt. So the sooner you pay it, the better.
dlga_mayor_begin:mayor_talk|What can I do for you?
dlga_mayor_friendly_pretalk:mayor_talk|Now... What else may I do for you?
dlga_mayor_pretalk:mayor_talk|Yes?
dlga_mayor_talk:mayor_info_begin|Can you tell me about what you do?
dlga_mayor_talk:merchant_quest_requested|Do you happen to have a job for me?
dlga_mayor_talk:merchant_quest_last_offered_job|About that job you offered me...
dlga_mayor_talk:merchant_quest_about_job|About the job you gave me...
dlga_mayor_talk:mayor_political_talk|I have some questions of a political nature.
dlga_mayor_talk:mayor_economy_report_1|How is trade around here?
dlga_mayor_talk:mayor_wealth_comparison_1|How does the wealth of this region compare with the rest of Calradia?
dlga_mayor_talk:mayor_investment_possible|I wish to buy land in this town for a productive enterprise
dlga_mayor_investment_possible:mayor_pretalk|You already operate a {s4} here. There probably aren't enough skilled tradesmen to start a second enterprise.
dlga_mayor_investment_possible:mayor_pretalk.1|{s9}
dlga_mayor_investment_possible:mayor_investment_advice.1|Of course, {sir/my lady}. You are the lord of this town, and no one is going to stop you.
dlga_mayor_investment_possible:mayor_investment|Well... Given your relationship with our liege, {s4}, I think that you will not find many here who are brave enough to sell you any land.
dlga_mayor_investment_possible:mayor_pretalk.2|Well... To be honest, I think that we in the guild would like to know you a little better. We can be very particular about outsiders coming in here and buying land.
dlga_mayor_investment_possible:mayor_investment_advice.2|Very good, {sir/my lady}. We in the guild know and trust you, and I think I could find someone to sell you the land you need.
dlga_mayor_investment_advice:investment_choose_enterprise|A couple of things to keep in mind -- skilled laborers are always at a premium, so I doubt that you will be able to open up more than one enterprise here. In order to make a profit for yourself, you should choose a commodity which is in relatively short supply, but for which the raw materials are cheap. What sort of enterprise would you like to start?
dlga_investment_choose_enterprise:investment_summary|A mill and bakery, to make bread from grain
dlga_investment_choose_enterprise:investment_summary.1|A brewery, to make ale from grain
dlga_investment_choose_enterprise:investment_summary.2|A tannery, to make leather from hides
dlga_investment_choose_enterprise:investment_summary.3|A wine press, to make wine from grapes
dlga_investment_choose_enterprise:investment_summary.4|An oil press, to make oil from olives
dlga_investment_choose_enterprise:investment_summary.5|An ironworks, to make tools from iron
dlga_investment_choose_enterprise:investment_summary.6|A weavery and dyeworks, to make velvet from silk and dye
