dlga_start:dialognotused|error, 
dlga_start:close_window.104|Pozwolisz waszmość, że się oddalę.
dlga_start:battle_reason_stated.1|Surrender or die. Make your choice, 
dlga_battle_reason_stated:close_window|I am not afraid of you. I will fight.
dlga_start:free|Hello. What can I do for you?
dlga_free:view_char_requested|Tell me about yourself, 
dlga_view_char_requested:view_char|Very well, listen to this...
dlga_view_char:free|Anything else?
dlga_end:close_window|[Done], 
dlga_start:threaten_1|Drop your weapons and surrender, if you want to live, 
dlga_threaten_1:end|We will fight you first, 
dlga_member_direct_campaign:member_direct_campaign_choice|Yes, {my lord/my lady}. Which message do you wish to send to the vassals?
dlga_member_direct_campaign_choice:member_direct_campaign_call_to_arms_verify|I want to start a new campaign. Let us assemble the army here.
dlga_member_direct_campaign_choice:member_give_order_disband_army_verify|I want to end the campaign and let everyone return home.
dlga_member_direct_campaign_choice:member_give_order_invite_feast_verify|I wish to invite the vassals of the realm to a feast at {s4}.
dlga_member_direct_campaign_choice:member_pretalk|Never mind, 
dlga_member_give_order_invite_feast_verify:member_give_order_invite_feast_verify_2|You wish to invite the lords of the realm to a feast?
dlga_member_give_order_invite_feast_verify_2:member_give_order_invite_feast|Yes. It is time for us to strengthen the bonds that bring us together.
dlga_member_give_order_invite_feast_verify_2:member_pretalk|On second thought, this is perhaps not the time.
dlga_member_give_order_invite_feast:member_pretalk|All right then. I shall dispatch messengers informing the lords of the realm of your feast at {s4}.
dlga_member_direct_campaign_call_to_arms_verify:member_give_order_call_to_arms_verify_2|You wish to summon all lords for a new campaign?
dlga_member_give_order_call_to_arms_verify_2:member_give_order_call_to_arms|Yes. We must gather all our forces before we march on the enemy.
dlga_member_give_order_call_to_arms_verify_2:member_pretalk|On second thought, it won't be necessary to summon everyone.
dlga_member_give_order_call_to_arms:member_pretalk|All right then. I will send messengers and tell everyone to come here.
dlga_member_give_order_disband_army_verify:member_give_order_disband_army_2|You want to end the current campaign and release all lords from duty?
dlga_member_give_order_disband_army_2:member_give_order_disband_army|Yes. We no longer need all our forces here.
dlga_member_give_order_disband_army_2:member_pretalk|On second thought, it will be better to stay together for now.
dlga_member_give_order_disband_army:member_pretalk|All right. I will let everyone know that they are released from duty.
dlga_mayor_wealth_comparison_1:mayor_wealth_comparison_2|Overall, the wealthiest town in the Commonwealth is known to be {s4}. Here in {s5}, we are poorer than {reg4} towns, and richer than {reg5}.
dlga_mayor_wealth_comparison_2:mayor_wealth_comparison_3|In terms of local industry, the most productive town in the Commonswealth is known to be {s4}. Here in {s5}, we produce less than {reg4} towns, and produce more than {reg5}. Production is of course affected by the supply of raw materials, as well as by the overall prosperity of the town.
dlga_burmistrz_start:burmistrz_odp|Hello, I'm the castellan of the city of {s2}, {s20}, 
dlga_burmistrz_odp:burmistrz_questy|Can one get a job in these parts?
dlga_burmistrz_odp:burmistrz_bye|Nevermind, farewell.
dlga_burmistrz_bye:close_window|{s20}, 
dlga_burmistrz_questy:qporwanie2|See, a while ago {s20} lady {s21} became, like {s22}.
dlga_burmistrz_questy:burmistrz_odp|{s20}, 
dlga_qporwanie2:qporwanieanswer|{s20}, 
dlga_qporwanieanswer:close_window|{s20}, 
dlga_qporwanieanswer:close_window.1|{s20}.
dlga_mayor_wealth_comparison_3:mayor_wealth_comparison_4|In terms of the output of the surrounding villages, the town of {s4} is the richest in Eastern Europe. Here in {s5}, the villages produce less than the hinterland around {reg4} towns, and produce more than {reg5}. The wealth of a town's hinterland, of course, is heavily dependent on the tides of war. Looting and pillage, and shifts in territory, can make a major impact.
dlga_mayor_wealth_comparison_4:mayor_wealth_comparison_5|In terms of trade, the town of {s4} is believed to have received the most visits from caravans over the past few months. Here in {s5}, we are less visited than {reg4} towns, and more visited than {reg5}.
dlga_mayor_wealth_comparison_5:mayor_pretalk|In terms of attacks on travellers, the town of {s4} is believed to be the most dangerous. Here in {s5}, we are less afflicted by bandits and raiders than {reg4} towns, and more afflicted than {reg5}.
dlga_free:close_window| Good-bye.
dlga_free:close_window.1| [Leave], 
dlga_uwodzenie:uwodzenie_mieszczanka_1|, 
dlga_uwodzenie:uwodzenie_mieszczanka_2|, 
dlga_uwodzenie:uwodzenie_mieszczanka_3|, 
dlga_uwodzenie:uwodzenie_mieszczanka_4|, 
dlga_uwodzenie:uwodzenie_mieszczanka_5|, 
dlga_uwodzenie:uwodzenie_szlachcianka1|, 
dlga_uwodzenie:uwodzenie_szlachcianka2|, 
dlga_uwodzenie:uwodzenie_szlachcianka3|, 
dlga_uwodzenie:uwodzenie_szlachcianka4|, 
dlga_uwodzenie:uwodzenie_szlachcianka5|, 
dlga_uwodzenie:uwodzenie_szlachcianka6|, 
dlga_uwodzenie:uwodzenie_szlachcianka7|, 
dlga_uwodzenie:uwodzenie_szlachcianka8|, 
dlga_uwodzenie:uwodzenie_szlachcianka9|, 
dlga_uwodzenie:uwodzenie_szlachcianka10|, 
dlga_uwodzenie:uwodzenie_arystokratka1|, 
dlga_uwodzenie:uwodzenie_arystokratka2|, 
dlga_uwodzenie:uwodzenie_arystokratka3|, 
dlga_uwodzenie:uwodzenie_arystokratka4|, 
dlga_uwodzenie:uwodzenie_arystokratka5|, 
dlga_uwodzenie:uwodzenie_arystokratka6|, 
dlga_uwodzenie:uwodzenie_arystokratka7|, 
dlga_uwodzenie:uwodzenie_arystokratka8|, 
dlga_uwodzenie:uwodzenie_arystokratka9|, 
dlga_uwodzenie:uwodzenie_arystokratka10|, 
dlga_uwodzenie:close_window|Not implemented yet.
dlga_uwodzenie_mieszczanka:close_window|Farewell.
dlga_uwodzenie_szlachcianka:close_window|Farewell, 
dlga_uwodzenie_arystokratka:close_window|Farewell, 
dlga_uwodzenie_mieszczanka_succees:close_window|Gladly.
dlga_uwodzenie_szlachcianka_succees:close_window|Gladly.
dlga_uwodzenie_arystokratka_succees:close_window|Gladly.
dlga_uwodzenie_mieszczanka_check:uwodzenie_mieszczanka_succees|{s20}, 
dlga_uwodzenie_mieszczanka_check:uwodzenie_mieszczanka|{s20}, 
dlga_uwodzenie_szlachciankacheck:uwodzenie_szlachcianka_succees|{s20}, 
dlga_uwodzenie_szlachciankacheck:uwodzenie_szlachcianka|{s20}, 
dlga_uwodzenie_arystokratkacheck:uwodzenie_arystokratka_succees|{s20}, 
dlga_uwodzenie_arystokratkacheck:uwodzenie_arystokratka|{s20}, 
dlga_uwodzenie_arystokratka1:uwodzenie_arystokratka1_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka1_1:uwodzenie_arystokratka|I do not support beggars, farewell.
dlga_uwodzenie_arystokratka1:uwodzenie_arystokratka1_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka1_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka1:uwodzenie_arystokratka1_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka1_3:uwodzenie_arystokratka|Farewell, 
dlga_uwodzenie_arystokratka2:uwodzenie_arystokratka2_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka2_1:uwodzenie_arystokratka|I do not support beggars, farewell.
dlga_uwodzenie_arystokratka2:uwodzenie_arystokratka2_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka2_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka2:uwodzenie_arystokratka2_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka2_3:uwodzenie_arystokratka|Farewell.
dlga_uwodzenie_arystokratka3:uwodzenie_arystokratka3_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka3_1:uwodzenie_arystokratka|I do not support beggars, farewell.
dlga_uwodzenie_arystokratka3:uwodzenie_arystokratka3_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka3_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka3:uwodzenie_arystokratka3_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka3_3:uwodzenie_arystokratka|Farewell.
dlga_uwodzenie_arystokratka4:uwodzenie_arystokratka4_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka4_1:uwodzenie_arystokratka|Nie wspieram żebraków, Farewell.
dlga_uwodzenie_arystokratka4:uwodzenie_arystokratka4_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka4_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka4:uwodzenie_arystokratka4_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka4_3:uwodzenie_arystokratka|Farewell.
dlga_uwodzenie_arystokratka5:uwodzenie_arystokratka5_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka5_1:uwodzenie_arystokratka|Nie wspieram żebraków, Farewell.
dlga_uwodzenie_arystokratka5:uwodzenie_arystokratka5_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka5_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka5:uwodzenie_arystokratka5_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka5_3:uwodzenie_arystokratka|Farewell.
dlga_uwodzenie_arystokratka6:uwodzenie_arystokratka6_1|Ehem, I'd like...ee, I mean I wanted...eee, 
dlga_uwodzenie_arystokratka6_1:uwodzenie_arystokratka|Nie wspieram żebraków, Farewell.
dlga_uwodzenie_arystokratka6:uwodzenie_arystokratka6_2|Ehem...hello, do you...do you...do....
dlga_uwodzenie_arystokratka6_2:uwodzenie_arystokratka|Do I read? Yes, French romances and ballads. And now, goodbye.
dlga_uwodzenie_arystokratka6:uwodzenie_arystokratka6_3|Greetings, noble lady...
dlga_uwodzenie_arystokratka6_3:uwodzenie_arystokratka|Farewell.
dlga_uwodzenie_arystokratka7:uwodzenie_arystokratka7_1|Ah, excuse my boldness, but I cannot pass by unfazed by the miracle of your beauty… Greek masters' masterpieces appear to me now like cheap trinkets...
dlga_uwodzenie_arystokratka7_1:uwodzenie_arystokratkacheck|What a profanation of arts! I just must discuss that topic with you, sir...
dlga_uwodzenie_arystokratka7_1:uwodzenie_arystokratka|Cheap trinkets?! You'd better go put your head into a well.
dlga_uwodzenie_arystokratka7:uwodzenie_arystokratka7_2|I humbly beg your forgiveness, I've seen your ankle in passing today and I can't help myself but ask, if I wouldn't receive the honor of seeing other parts of yours?
dlga_uwodzenie_arystokratka7_2:uwodzenie_arystokratkacheck|Oh, what a churl, how dare you ask… but with pleasure, after all it's not every day that you get a proposition like that from such a famed person... I'll show you much more than just an ankle...
dlga_uwodzenie_arystokratka7_2:uwodzenie_arystokratka|Excuse me? Go away, I'm just coming back from a three hour long confession. Begone, vile force!
dlga_uwodzenie_arystokratka7:uwodzenie_arystokratka7_3|Beautiful day today, isn't it?
dlga_uwodzenie_arystokratka7_3:uwodzenie_arystokratkacheck|Indeed, but I prefer more secluded locations...
dlga_uwodzenie_arystokratka7_3:uwodzenie_arystokratka|Common, just like the people here. Farewell.
dlga_uwodzenie_arystokratka8:uwodzenie_arystokratka8_1|Ah, excuse my boldness, but I cannot pass by unfazed by the miracle of your beauty… Greek masters' masterpieces appear to me now like cheap trinkets...
